,Course Name,Course Description,Course Subject,Course Number,Link
2123,Advanced Literary Translation (A) (3 crédits)," Co-listé : FTRA 614 ou FTRA 615. Ce séminaire pratique et théorique analyse, à partir de théories littéraires, contemporaines, un échantillon de textes à traduire. L’étudiante ou l’étudiant produit un commentaire analytique sur ses choix de traduction en s’efforçant de théoriser sa pratique de traducteur-traductrice. Le séminaire FTRA 544 a l’anglais comme langue de départ et le français comme langue d’arrivée (F); le séminaire FTRA 545 a le français comme langue de départ et l’anglais comme langue d’arrivée. (A) N.B. : Les étudiantes et étudiants qui ont suivi FTRA 614 ou FTRA 615 ne peuvent obtenir de crédits pour ce cours.",FTRA,545,http://www.concordia.ca/academics/graduate/calendar/current/fasc/ftra-dip.html
2124,Traduction économique du français à l’anglais (A) (3 crédits), Co-listé : FTRA 647. Sensibilisation aux problèmes que pose dans le domaine de l’économie la traduction du français à l’anglais. (A) N.B. : Les étudiantes et étudiants qui ont suivi FTRA 647 ne peuvent obtenir de crédits pour ce cours.,FTRA,547,http://www.concordia.ca/academics/graduate/calendar/current/fasc/ftra-dip.html
2125,Traduction économique de l’anglais au français (F) (3 crédits), Co-listé : FTRA 648. Sensibilisation aux problèmes que pose dans le domaine de l’économie la traduction de l’anglais au français. (F) N.B. : Les étudiantes et étudiants qui ont suivi FTRA 648 ne peuvent obtenir de crédits pour ce cours.,FTRA,548,http://www.concordia.ca/academics/graduate/calendar/current/fasc/ftra-dip.html
2126,Traduction assistée par ordinateur (TAO) et post édition (3 crédits)," Co-listé : FTRA 652. Préalable : FTRA 536 pour le diplôme en traduction. Ce cours permet d’analyser les aspects morphologiques, lexicaux, syntaxiques et sémantiques des systèmes de traduction automatisée. L’étudiante et l’étudiant apprennent à appliquer les concepts analysés à un système commercialisé. Ils font des exercices simples de programmation portant sur des problèmes linguistiques; ils utilisent des outils de gestion et de traduction pour le matériel à localiser à l’aide de logiciels de localisation, de logiciels de terminologie et de mémoires de traduction. Ils évaluent et apprennent à réviser les sorties d'un système de traduction automatique, tout en mettant l'accent sur le contrôle de la qualité. N.B. : Les étudiantes et étudiants qui ont suivi FTRA 652 ne peuvent obtenir de crédits pour ce cours.",FTRA,552,http://www.concordia.ca/academics/graduate/calendar/current/fasc/ftra-dip.html
2127,Contextes socio-politiques de la traduction (3 crédits)," Co-listé : FTRA 603. Ce séminaire examine les situations sociales et politiques qui influent sur le travail pratique des traducteurs et la réception des traductions. Sont étudiés, par exemple, le cas des États bilingues ou multilingues, l'évolution des politiques linguistiques et leurs répercussions sur la traduction, les rapports entre les langues majoritaires et minoritaires, les effets de la migration sur les sociétés de plus en plus hybrides et les marchés nouveaux de la traduction. N.B. : Les étudiantes et étudiants qui ont suivi FTRA 550 ou FTRA 603 ne peuvent obtenir de crédits pour ce cours.",FTRA,553,http://www.concordia.ca/academics/graduate/calendar/current/fasc/ftra-dip.html
2128,Gestion de projets (3 crédits)," Co-listé : FTRA 655. Ce cours traite de la gestion des projets de traduction/localisation multilingues, depuis la création de l’offre de services, jusqu’au contrôle de la qualité et de la livraison, en passant par la résolution de problèmes et la gestion en situation de crise. Il comprend une partie théorique et des mises en situation. Les étudiantes et étudiants se familiarisent avec l’évaluation des ressources (humaines et matérielles) nécessaires pour exécuter le travail, l’élaboration d’échéanciers et le suivi du budget. Ils apprennent à gérer les ressources affectées aux projets afin de pouvoir respecter le mandat qui leur est confié. N.B. : Les étudiantes et étudiants qui ont suivi FTRA 655 ne peuvent obtenir de crédits pour ce cours.",FTRA,555,http://www.concordia.ca/academics/graduate/calendar/current/fasc/ftra-dip.html
2129,Pratique de la localisation (3 crédits)," Co-listé : FTRA 658. L’étudiante et l’étudiant apprennent dans ce cours les stratégies de localisation et les processus de localisation; la localisation de logiciels et la localisation de sites Web; les acteurs dans les projets de localisation; la situation et le travail du traducteur dans les projets de localisation; les types de fichiers à localiser : ressources, code source, fichiers d’aide, guides imprimés, matériel marketing; les types de logiciels localisés : logiciels système, logiciels de gestion, logiciels clients, logiciels multimédia, logiciels Web. N.B. : Les étudiantes et étudiants qui ont suivi FTRA 658 ne peuvent obtenir de crédits pour ce cours.",FTRA,558,http://www.concordia.ca/academics/graduate/calendar/current/fasc/ftra-dip.html
2130,Étude avancée d’un sujet particulier (3 crédits), N.B. : Les étudiantes et étudiants qui ont suivi un sujet particulier en FRAN 598 ne peuvent obtenir de crédits pour le même sujet en FRAA 598.,FRAA,598,http://www.concordia.ca/academics/graduate/calendar/current/fasc/ftra-dip.html
2131,Étude avancée d’un sujet particulier (3 crédits),,FTRA,598,http://www.concordia.ca/academics/graduate/calendar/current/fasc/ftra-dip.html
2132,Initiation à la traduction générale (A) (3 crédits), Co-listé : FTRA 631. Ce cours vise à initier les étudiantes et étudiants aux outils notionnels et linguistiques nécessaires pour traduire efficacement des textes d’ordre général. Il leur présente aussi les étapes du processus de la traduction et les familiarise avec les outils de travail de la traduction. N.B. : Les étudiantes et étudiants qui ont suivi FTRA 631 ne peuvent obtenir de crédits pour ce cours.,FTRA,531,http://www.concordia.ca/academics/graduate/calendar/current/fasc/ftra-dip.html
2133,Stage en gestion de projet (6 crédits),,FTRA,559,http://www.concordia.ca/academics/graduate/calendar/current/fasc/ftra-dip.html
2134,Stage en gestion de projet I (3 crédits),,FTRA,560,http://www.concordia.ca/academics/graduate/calendar/current/fasc/ftra-dip.html
2135,Stage en gestion de projet II (3 crédits),,FTRA,561,http://www.concordia.ca/academics/graduate/calendar/current/fasc/ftra-dip.html
2136,Didactique du français langue étrangère et seconde (3 crédits)," Ce séminaire vise à présenter les principaux courants en didactique du français langue étrangère et seconde et leurs fondements théoriques. En se basant sur les théories de l’apprentissage, les étudiants analysent en profondeur chacun des principaux courants didactiques en apprenant à discerner ce qui les différencie, les rapproche ou les oppose. Ce séminaire leur offre les outils nécessaires pour faire un choix didactique éclairé en fonction de l'apprentissage visé. Ils y ont l’occasion d’animer un atelier de conversation auprès d’apprenants allophones pour pouvoir faire des liens entre leurs nouveaux acquis et la réalité de l’enseignement-apprentissage, et ce, sous la supervision d’un professeur.",FRAA,500,http://www.concordia.ca/academics/graduate/calendar/current/fasc/fraa-cert.html
2137,Théories linguistiques pour l'apprentissage et l’enseignement des langues (3 crédits), Ce séminaire amène les étudiants à faire le lien entre les théories linguistiques et les applications à l’enseignement et à l’apprentissage du français langue seconde. Il permet aux étudiants de jeter un regard critique sur les principaux courants en linguistique appliquée à l’enseignement des langues et de se sensibiliser à des questions fondamentales qui se posent du point de vue de l’enseignant et de l’apprenant respectivement.,FRAA,501,http://www.concordia.ca/academics/graduate/calendar/current/fasc/fraa-cert.html
2138,Technologies de l'information et de la communication (TIC) et enseignement du FLS (3 crédits)," Ce séminaire vise à transmettre aux étudiants l'ensemble des compétences nécessaires à la réalisation de ressources interactives tirant pleinement profit des potentialités offertes par les TIC (apprentissage collaboratif, multimédia, parcours d'apprentissage personnalisés, etc.). Au moyen de la conception de matériel pédagogique en ligne (exerciciels, plateformes de formation ouverte et à distance), les étudiants voient comment optimiser l'apport des TIC à l'acquisition de la langue cible ou à l'évaluation des acquis; intégrer les fondements théoriques et pratiques acquis dans les autres séminaires et répondre pleinement aux besoins des apprenants (que ces besoins soient formatifs ou sommatifs) tout en évitant les écueils didactiques ou techniques que la réalisation de ce type de ressources peut comporter.",FRAA,502,http://www.concordia.ca/academics/graduate/calendar/current/fasc/fraa-cert.html
2139,Stage d'observation (3 crédits)," Ce cours permet aux étudiants de réaliser leur stage d'observation en enseignement du français langue seconde dans le cadre d'un cours universitaire. Au cours de ce stage, les étudiants analysent les moyens pédagogiques utilisés au niveau universitaire. Les stagiaires observent les activités d'enseignement, l'organisation et la prise en charge de la classe et ils font un retour critique sur leur expérience pratique à partir des observations faites dans le milieu de stage.",FRAA,510,http://www.concordia.ca/academics/graduate/calendar/current/fasc/fraa-cert.html
2140,Questions actuelles en linguistique française (3 crédits)," Co-listé : FRAA 422 Ce cours propose l’étude d’un sujet particulier du domaine de la linguistique. Plus précisément, ce cours aborde des questions qui peuvent être rattachées au domaine de l’énonciation, de la sociolinguistique, des politiques linguistiques, du traitement automatique du langage ou d’autres domaines de recherche en linguistique. Des présentations théoriques, des ateliers d’observation ou des exercices d’application permettent aux étudiants de mieux cerner la problématique abordée. N.B. : Les étudiantes et étudiants qui ont suivi FRAA 422 ne peuvent obtenir de crédits pour ce cours.",FRAA,522,http://www.concordia.ca/academics/graduate/calendar/current/fasc/fraa-cert.html
2141,"Web, technologies, traduction : théories et critiques (3 crédits)"," Co-listé : FTRA 668. Ce séminaire examine de façon critique les pratiques contemporaines issues de la mondialisation et du monde numérique affectant les technologies, le Web multilingue et la traduction. Entre autres aspects, sont examinés les enjeux culturels, sociaux, techniques et idéologiques. Le séminaire met l'accent sur la traduction et la communication mondiale. N.B. : Les étudiantes et étudiants qui ont suivi FTRA 668 ne peuvent obtenir de crédits pour ce cours.",FTRA,568,http://www.concordia.ca/academics/graduate/calendar/current/fasc/ftra-cert.html
2142,Écriture pour le Web (3 crédits), Préalable : Autorisation de la direction du certificat. Ce cours vise à familiariser l’étudiante ou l’étudiant aux techniques d’écriture pour le Web et aux technologies associées à ce média. Il permettra de mieux comprendre ce que l’hypertexte et l’écrit sur support numérique impliquent du point de vue du traitement de l’information et des spécificités linguistiques et ergonomiques. Il vise à initier l’étudiante et l’étudiant à la création et à la traduction de pages et de sites Web.,FRAA,532,http://www.concordia.ca/academics/graduate/calendar/current/fasc/ftra-cert.html
2143,Programmation en localisation (3 crédits)," Préalable : FTRA 552 ou FTRA 558. L’étudiante et l’étudiant se familiarisent dans ce cours avec l’environnement informatique : ils se familiarisent avec l’intégration et le partage des ressources d’un (et avec un) logiciel (d’une page Internet) et avec les restrictions liées au système d’exploitation; ils ont un aperçu du fonctionnement d’un logiciel (rédaction, compilation, exécution), d’un programme informatique : variables, données, contrôle; d’un langage de programmation : structure, manipulation des chaînes d’entrée et de sortie, du code « source » d’un programme informatique (ou site Internet) à localiser, des chaînes (des messages) à traduire.",FTRA,556,http://www.concordia.ca/academics/graduate/calendar/current/fasc/ftra-cert.html
